,patternname,patternnum,set,LSC,intricacy,num_colours,num_revealed,underlying_LSC,underlying_intricacy
0,patterns/complexity-extended/experiment/set1/0.3514_5neigh_tot_code24_IC3_iter20.png,1,1,0.4102956940145065,13,2,81,0.4102956940145065,13.0
1,patterns/complexity-extended/experiment/set1/0.6034_5neigh_tot_code478_IC2_iter40.png,2,1,0.7625797989041064,60,2,81,0.7625797989041064,60.0
2,patterns/complexity-extended/experiment/set1/0.7745_5neigh_tot_code469_IC2_iter15.png,3,1,0.9417446189245124,131,2,81,0.9417446189245124,131.0
3,patterns/complexity-extended/experiment/set1/005.957.png,4,1,0.0956678954281365,4,3,2,0.8237862528535181,22.0
4,patterns/complexity-extended/experiment/set1/010.455.png,5,1,0.156049862497609,14,3,4,0.714319788998292,186.0
5,patterns/complexity-extended/experiment/set1/011.603.png,6,1,0.1876405528433906,6,3,3,0.9005890912789549,59.0
6,patterns/complexity-extended/experiment/set1/019.717.png,7,1,0.3042981748132402,19,3,5,0.9798178198285872,129.0
7,patterns/complexity-extended/experiment/set1/020.029.png,8,1,0.3340693395882899,3,2,19,0.211232953257335,5.0
8,patterns/complexity-extended/experiment/set1/021.697.png,9,1,0.3606001089282001,4,3,15,0.377464279124328,11.0
9,patterns/complexity-extended/experiment/set1/021.747.png,10,1,0.3476570253930679,13,3,13,0.4539059575689228,66.0
10,patterns/complexity-extended/experiment/set1/022.068.png,11,1,0.3591837367869553,9,3,23,0.8559935464734297,29.0
11,patterns/complexity-extended/experiment/set1/023.000.png,12,1,0.358020219857293,20,3,10,0.7763934740203636,32.0
12,patterns/complexity-extended/experiment/set1/023.022.png,13,1,0.3752558173901754,9,3,74,0.2255708268386491,6.0
13,patterns/complexity-extended/experiment/set1/024.123.png,14,1,0.3845854546454057,15,3,10,0.1836646302863872,10.0
14,patterns/complexity-extended/experiment/set1/024.670.png,15,1,0.3754102726299531,27,3,7,0.9765683593847632,112.0
15,patterns/complexity-extended/experiment/set1/025.456.png,16,1,0.4162224756014276,9,3,25,0.9085637425139398,12.0
16,patterns/complexity-extended/experiment/set1/027.098.png,17,1,0.4300659169654007,18,3,24,0.9217867638198928,45.0
17,patterns/complexity-extended/experiment/set1/027.649.png,18,1,0.4408743309460485,17,3,9,0.7540329631872313,74.0
18,patterns/complexity-extended/experiment/set1/029.215.png,19,1,0.4733665098670601,13,3,17,0.916858816679865,28.0
19,patterns/complexity-extended/experiment/set1/029.845.png,20,1,0.4701754606993975,22,3,13,0.8352107704266692,63.0
20,patterns/complexity-extended/experiment/set1/031.587.png,21,1,0.4902993214414688,28,3,13,0.916858816679865,28.0
21,patterns/complexity-extended/experiment/set1/032.437.png,22,1,0.5122615892207323,23,3,11,0.5366913127546721,30.0
22,patterns/complexity-extended/experiment/set1/032.765.png,23,1,0.4380985052173102,75,3,24,0.3726122402818334,114.0
23,patterns/complexity-extended/experiment/set1/037.235.png,24,1,0.5884341075635763,26,3,15,0.9669991259544,70.0
24,patterns/complexity-extended/experiment/set1/038.406.png,25,1,0.6142710144082902,22,3,20,0.211232953257335,5.0
25,patterns/complexity-extended/experiment/set1/038.632.png,26,1,0.6012176783568561,33,3,21,0.7266153533971146,106.0
26,patterns/complexity-extended/experiment/set1/039.144.png,27,1,0.623626006950254,24,3,15,0.8573276323656119,39.0
27,patterns/complexity-extended/experiment/set1/040.114.png,28,1,0.6246266176931486,34,3,17,0.8493127920205841,66.0
28,patterns/complexity-extended/experiment/set1/040.172.png,29,1,0.6516531785505184,17,3,48,0.6866368918045108,27.0
29,patterns/complexity-extended/experiment/set1/041.017.png,30,1,0.6459621798263714,30,3,26,0.8013583542890702,29.0
30,patterns/complexity-extended/experiment/set1/043.067.png,31,1,0.6130415859539543,74,3,35,0.8434276513958406,126.0
31,patterns/complexity-extended/experiment/set1/044.627.png,32,1,0.6837309308483916,45,3,28,0.9417446189245124,131.0
32,patterns/complexity-extended/experiment/set1/045.477.png,33,1,0.7010989416371628,43,3,34,0.9021786191903493,86.0
33,patterns/complexity-extended/experiment/set1/046.675.png,34,1,0.6906282766265875,63,3,41,0.9765683593847632,112.0
34,patterns/complexity-extended/experiment/set1/048.797.png,35,1,0.7723177389186597,33,3,36,0.8013583542890702,29.0
35,patterns/complexity-extended/experiment/set1/050.517.png,36,1,0.7583544816703526,61,3,34,0.971016706825666,108.0
36,patterns/complexity-extended/experiment/set1/050.660.png,37,1,0.8052085886012976,32,3,36,0.759619233755914,38.0
37,patterns/complexity-extended/experiment/set1/051.017.png,38,1,0.7621729416081634,64,3,17,0.9765683593847632,112.0
38,patterns/complexity-extended/experiment/set1/051.987.png,39,1,0.8091433697438183,44,3,45,0.946626538265491,63.0
39,patterns/complexity-extended/experiment/set1/052.496.png,40,1,0.8483612905676081,24,3,46,0.8820969625736855,30.0
40,patterns/complexity-extended/experiment/set1/052.511.png,41,1,0.8639526186508597,14,3,73,0.6846668431999672,7.0
41,patterns/complexity-extended/experiment/set1/054.831.png,42,1,0.8462986770813339,51,3,61,0.7702311617391767,62.0
42,patterns/complexity-extended/experiment/set1/056.783.png,43,1,0.9251247704584132,21,3,40,0.6846668431999672,7.0
43,patterns/complexity-extended/experiment/set1/057.163.png,44,1,0.8380444480927665,82,3,56,0.9765683593847632,112.0
44,patterns/complexity-extended/experiment/set1/059.487.png,45,1,0.9093384157108588,61,3,27,0.961979984373074,37.0
45,patterns/complexity-extended/experiment/set1/060.684.png,46,1,0.9294936308578554,61,3,24,0.9662936750968476,64.0
46,patterns/complexity-extended/experiment/set1/063.643.png,47,1,1.0022813680192917,46,3,59,0.9479751547424754,47.0
47,patterns/complexity-extended/experiment/set1/064.311.png,48,1,0.9169710325390452,109,3,65,0.8434276513958406,126.0
48,patterns/complexity-extended/experiment/set1/066.044.png,49,1,1.010512277793566,67,3,74,0.9662936750968476,64.0
49,patterns/complexity-extended/experiment/set1/070.877.png,50,1,1.0964586248637271,64,3,32,0.7861743337667199,48.0
50,patterns/complexity-extended/experiment/set1/076.652.png,51,1,1.071057236425062,144,3,40,0.3726122402818334,114.0
51,patterns/complexity-extended/experiment/set1/084.995.png,52,1,1.2145662879877976,142,3,67,0.9566962770626366,134.0
52,patterns/complexity-extended/experiment/set1/085.822.png,53,1,1.242279539723982,133,3,33,0.8933253295145774,46.0
53,patterns/complexity-extended/experiment/set1/087.085.png,54,1,1.2757925239146377,125,3,57,0.9566962770626366,134.0
54,patterns/complexity-extended/experiment/set2/0.3316_9neigh_outertot_code224_IC3_iter25.png,55,2,0.3709748019792861,17,2,81,0.3709748019792861,17.0
55,patterns/complexity-extended/experiment/set2/0.6604_9neigh_outertot_code184_IC2_iter35.png,56,2,0.8493127920205841,66,2,81,0.8493127920205841,66.0
56,patterns/complexity-extended/experiment/set2/0.7861_5neigh_tot_code469_IC2_iter10.png,57,2,0.9566962770626366,134,2,81,0.9566962770626366,134.0
57,patterns/complexity-extended/experiment/set2/006.679.png,58,2,0.1047651647070256,6,3,3,0.916858816679865,28.0
58,patterns/complexity-extended/experiment/set2/010.362.png,59,2,0.1590837955813729,11,3,3,0.9662936750968476,64.0
59,patterns/complexity-extended/experiment/set2/011.442.png,60,2,0.1803364021292067,9,3,3,0.9668164998304252,98.0
60,patterns/complexity-extended/experiment/set2/014.542.png,61,2,0.2340404904357064,8,3,75,0.1179472434569747,7.0
61,patterns/complexity-extended/experiment/set2/015.218.png,62,2,0.2438849935631821,9,3,5,0.1179472434569747,7.0
62,patterns/complexity-extended/experiment/set2/017.485.png,63,2,0.2621302066272348,22,3,11,0.9765683593847632,112.0
63,patterns/complexity-extended/experiment/set2/018.750.png,64,2,0.3064124398034145,7,2,7,0.5126409163433703,32.0
64,patterns/complexity-extended/experiment/set2/019.192.png,65,2,0.3092511907403419,10,3,8,0.8237862528535181,22.0
65,patterns/complexity-extended/experiment/set2/020.624.png,66,2,0.3348875451841893,9,3,10,0.8325060520687275,70.0
66,patterns/complexity-extended/experiment/set2/023.675.png,67,2,0.3908410421433057,6,2,12,0.0218120056481487,5.0
67,patterns/complexity-extended/experiment/set2/023.774.png,68,2,0.3710535513609415,20,3,12,0.7758467648914809,36.0
68,patterns/complexity-extended/experiment/set2/025.161.png,69,2,0.3867239593159077,25,3,13,0.9633856455933564,64.0
69,patterns/complexity-extended/experiment/set2/025.413.png,70,2,0.4108983617670244,12,3,30,0.6866368918045108,27.0
70,patterns/complexity-extended/experiment/set2/025.840.png,71,2,0.2387749878406579,129,3,17,0.3375488009445939,621.0
71,patterns/complexity-extended/experiment/set2/027.746.png,72,2,0.4394454839150852,19,3,8,0.961979984373074,37.0
72,patterns/complexity-extended/experiment/set2/030.391.png,73,2,0.5054080072319812,5,3,35,0.377464279124328,11.0
73,patterns/complexity-extended/experiment/set2/030.988.png,74,2,0.5124044325730495,7,3,21,0.347287799177756,2.0
74,patterns/complexity-extended/experiment/set2/031.255.png,75,2,0.4801126847380468,31,3,20,0.7973260104912844,32.0
75,patterns/complexity-extended/experiment/set2/031.376.png,76,2,0.4913445462137542,25,3,15,0.8573276323656119,39.0
76,patterns/complexity-extended/experiment/set2/032.022.png,77,2,0.5006900072129126,26,3,11,0.7266153533971146,106.0
77,patterns/complexity-extended/experiment/set2/037.209.png,78,2,0.6109854054102395,11,3,32,0.0218120056481487,5.0
78,patterns/complexity-extended/experiment/set2/038.300.png,79,2,0.6063491251349904,26,3,16,0.9668164998304252,98.0
79,patterns/complexity-extended/experiment/set2/038.385.png,80,2,0.6047254368348421,28,3,18,0.7540329631872313,74.0
80,patterns/complexity-extended/experiment/set2/038.587.png,81,2,0.606596208639326,29,3,12,0.7861743337667199,48.0
81,patterns/complexity-extended/experiment/set2/039.601.png,82,2,0.6144556771986371,35,3,23,0.1503843675749793,26.0
82,patterns/complexity-extended/experiment/set2/039.791.png,83,2,0.6421850319325081,19,3,27,0.916858816679865,28.0
83,patterns/complexity-extended/experiment/set2/041.639.png,84,2,0.6457072882550682,37,3,23,0.8134343165694118,62.0
84,patterns/complexity-extended/experiment/set2/044.055.png,85,2,0.7200837345528227,15,3,45,0.9085637425139398,12.0
85,patterns/complexity-extended/experiment/set2/044.149.png,86,2,0.6833524476814347,40,3,25,0.9748770128126518,94.0
86,patterns/complexity-extended/experiment/set2/044.564.png,87,2,0.6964658621109567,36,3,21,0.8559935464734297,29.0
87,patterns/complexity-extended/experiment/set2/045.103.png,88,2,0.7269959505736927,22,3,37,0.916858816679865,28.0
88,patterns/complexity-extended/experiment/set2/046.292.png,89,2,0.7194268972075625,40,3,35,0.946626538265491,63.0
89,patterns/complexity-extended/experiment/set2/046.473.png,90,2,0.7255347631242008,38,3,21,0.7266153533971146,106.0
90,patterns/complexity-extended/experiment/set2/049.695.png,91,2,0.7950905573931756,28,3,78,0.6866368918045108,27.0
91,patterns/complexity-extended/experiment/set2/050.556.png,92,2,0.7804751118505173,47,3,36,0.7861743337667199,48.0
92,patterns/complexity-extended/experiment/set2/051.055.png,93,2,0.7015074435312239,104,3,47,0.9365506107841312,177.0
93,patterns/complexity-extended/experiment/set2/051.831.png,94,2,0.8218508360546457,34,3,50,0.7973260104912844,32.0
94,patterns/complexity-extended/experiment/set2/052.843.png,95,2,0.8112967213065888,52,3,41,0.8986092320669834,78.0
95,patterns/complexity-extended/experiment/set2/054.016.png,96,2,0.8724228209098117,25,3,58,0.6866368918045108,27.0
96,patterns/complexity-extended/experiment/set2/056.442.png,97,2,0.9285807695435256,15,3,64,0.436944813114559,3.0
97,patterns/complexity-extended/experiment/set2/056.483.png,98,2,0.9062850759227804,30,3,44,0.8820969625736855,30.0
98,patterns/complexity-extended/experiment/set2/057.456.png,99,2,0.8629008547411311,69,3,44,0.971016706825666,108.0
99,patterns/complexity-extended/experiment/set2/058.508.png,100,2,0.8821299826107337,68,3,23,0.8253869309445139,41.0
100,patterns/complexity-extended/experiment/set2/060.043.png,101,2,0.9110266386095636,66,3,22,0.9297137410864044,113.0
101,patterns/complexity-extended/experiment/set2/063.737.png,102,2,0.390870413458231,446,3,57,0.3375488009445939,621.0
102,patterns/complexity-extended/experiment/set2/067.971.png,103,2,0.9571239785965506,123,3,75,0.8434276513958406,126.0
103,patterns/complexity-extended/experiment/set2/070.584.png,104,2,1.0807989491290677,71,3,33,0.846994161972378,84.0
104,patterns/complexity-extended/experiment/set2/073.231.png,105,2,1.097774230811072,89,3,32,0.9297137410864044,113.0
105,patterns/complexity-extended/experiment/set2/074.042.png,106,2,1.0623836132190436,121,3,27,0.8434276513958406,126.0
106,patterns/complexity-extended/experiment/set2/079.166.png,107,2,1.1333085532433815,131,3,67,0.9676097794179505,134.0
107,patterns/complexity-extended/experiment/set2/092.732.png,108,2,1.3064747141393078,167,3,37,0.8434276513958406,126.0
108,patterns/complexity-extended/experiment/set3/0.3769_5neigh_outertot_code750_IC1_iter10.png,109,3,0.4456277592261113,18,2,81,0.4456277592261113,18.0
109,patterns/complexity-extended/experiment/set3/0.6064_9neigh_outertot_code489_IC2_iter25.png,110,3,0.7874133673117215,47,2,81,0.7874133673117215,47.0
110,patterns/complexity-extended/experiment/set3/0.7953_5neigh_outertot_code467_IC1_iter40.png,111,3,0.9798178198285872,129,2,81,0.9798178198285872,129.0
111,patterns/complexity-extended/experiment/set3/006.498.png,112,3,0.1047702099539057,4,3,2,0.6744294655429091,36.0
112,patterns/complexity-extended/experiment/set3/010.479.png,113,3,0.1350127114843081,28,3,3,0.3375488009445939,621.0
113,patterns/complexity-extended/experiment/set3/011.676.png,114,3,0.1750749993654251,15,3,3,0.714319788998292,186.0
114,patterns/complexity-extended/experiment/set3/019.613.png,115,3,0.3209247688273944,7,3,11,0.5366913127546721,30.0
115,patterns/complexity-extended/experiment/set3/021.284.png,116,3,0.2463834849689831,74,3,9,0.5153611031101626,489.0
116,patterns/complexity-extended/experiment/set3/022.496.png,117,3,0.3556723731080563,16,3,8,0.7540329631872313,74.0
117,patterns/complexity-extended/experiment/set3/022.709.png,118,3,0.3331923828324114,33,3,16,0.9765683593847632,112.0
118,patterns/complexity-extended/experiment/set3/023.083.png,119,3,0.3808768911386713,6,3,16,0.5126409163433703,32.0
119,patterns/complexity-extended/experiment/set3/023.287.png,120,3,0.3567216867027571,24,3,10,0.7973260104912844,32.0
120,patterns/complexity-extended/experiment/set3/024.213.png,121,3,0.3983517911749886,7,3,15,0.1902742785833433,15.0
121,patterns/complexity-extended/experiment/set3/025.262.png,122,3,0.3531900328075978,48,3,22,0.714319788998292,186.0
122,patterns/complexity-extended/experiment/set3/026.679.png,123,3,0.4291370909078447,14,3,15,0.4456277592261113,18.0
123,patterns/complexity-extended/experiment/set3/027.130.png,124,3,0.4014799581515488,37,3,21,0.9765683593847632,112.0
124,patterns/complexity-extended/experiment/set3/027.380.png,125,3,0.4516616164373215,7,3,14,0.347287799177756,2.0
125,patterns/complexity-extended/experiment/set3/027.961.png,126,3,0.4553232126960979,11,3,75,0.377464279124328,11.0
126,patterns/complexity-extended/experiment/set3/028.045.png,127,3,0.4414045929796104,21,3,11,0.7702311617391767,62.0
127,patterns/complexity-extended/experiment/set3/029.418.png,128,3,0.4553259477567122,27,3,10,0.8253869309445139,41.0
128,patterns/complexity-extended/experiment/set3/029.698.png,129,3,0.4676880965893745,22,3,16,0.8013583542890702,29.0
129,patterns/complexity-extended/experiment/set3/030.839.png,130,3,0.4731084082947661,31,3,23,0.4539059575689228,66.0
130,patterns/complexity-extended/experiment/set3/034.159.png,131,3,0.5427792848109173,22,3,18,0.7702311617391767,62.0
131,patterns/complexity-extended/experiment/set3/038.427.png,132,3,0.5947046877689757,35,3,14,0.9767150258463972,98.0
132,patterns/complexity-extended/experiment/set3/038.562.png,133,3,0.5908387723818259,39,3,12,0.9297137410864044,113.0
133,patterns/complexity-extended/experiment/set3/038.854.png,134,3,0.6386720256828959,11,3,34,0.2255708268386491,6.0
134,patterns/complexity-extended/experiment/set3/039.161.png,135,3,0.6208425557403402,26,3,30,0.2562120544062412,29.0
135,patterns/complexity-extended/experiment/set3/040.014.png,136,3,0.5784963046251792,63,3,36,0.9765683593847632,112.0
136,patterns/complexity-extended/experiment/set3/040.153.png,137,3,0.6145501973466231,41,3,13,0.8253869309445139,41.0
137,patterns/complexity-extended/experiment/set3/040.829.png,138,3,0.6734407621038111,10,3,41,0.347287799177756,2.0
138,patterns/complexity-extended/experiment/set3/041.425.png,139,3,0.625238876746826,48,3,24,0.971016706825666,108.0
139,patterns/complexity-extended/experiment/set3/042.672.png,140,3,0.5113704269852083,136,3,20,0.5153611031101626,489.0
140,patterns/complexity-extended/experiment/set3/043.239.png,141,3,0.5730129966499493,102,3,42,0.714319788998292,186.0
141,patterns/complexity-extended/experiment/set3/044.483.png,142,3,0.7134878422275542,24,3,43,0.8559935464734297,29.0
142,patterns/complexity-extended/experiment/set3/046.017.png,143,3,0.7347232294168622,27,3,53,0.8559935464734297,29.0
143,patterns/complexity-extended/experiment/set3/050.177.png,144,3,0.7817503399340072,42,3,33,0.8134343165694118,62.0
144,patterns/complexity-extended/experiment/set3/051.115.png,145,3,0.8159222306080911,30,3,63,0.8559935464734297,29.0
145,patterns/complexity-extended/experiment/set3/052.059.png,146,3,0.7521271680519174,82,3,48,0.9417446189245124,131.0
146,patterns/complexity-extended/experiment/set3/054.438.png,147,3,0.841215765387182,50,3,44,0.9021786191903493,86.0
147,patterns/complexity-extended/experiment/set3/054.784.png,148,3,0.3673667269930903,363,3,47,0.3375488009445939,621.0
148,patterns/complexity-extended/experiment/set3/054.844.png,149,3,0.7990041348965793,82,3,51,0.9765683593847632,112.0
149,patterns/complexity-extended/experiment/set3/054.919.png,150,3,0.9060039859369065,13,3,65,0.9085637425139398,12.0
150,patterns/complexity-extended/experiment/set3/055.931.png,151,3,0.8387619933734224,68,3,27,0.9676097794179505,134.0
151,patterns/complexity-extended/experiment/set3/057.401.png,152,3,0.8788185780496344,58,3,29,0.1836646302863872,10.0
152,patterns/complexity-extended/experiment/set3/059.779.png,153,3,0.9357033593605546,47,3,37,0.8352107704266692,63.0
153,patterns/complexity-extended/experiment/set3/060.714.png,154,3,0.939189900565371,55,3,23,0.9479751547424754,47.0
154,patterns/complexity-extended/experiment/set3/061.879.png,155,3,0.9005530790319624,93,3,61,0.9765683593847632,112.0
155,patterns/complexity-extended/experiment/set3/063.173.png,156,3,0.9729220284683696,60,3,73,0.8134343165694118,62.0
156,patterns/complexity-extended/experiment/set3/063.225.png,157,3,0.9722503807674692,61,3,33,0.916858816679865,28.0
157,patterns/complexity-extended/experiment/set3/065.588.png,158,3,0.9737201278057804,86,3,23,0.8933253295145774,46.0
158,patterns/complexity-extended/experiment/set3/068.945.png,159,3,1.0700634946062644,60,3,67,0.8352107704266692,63.0
159,patterns/complexity-extended/experiment/set3/070.239.png,160,3,1.090313074987545,61,3,33,0.9479751547424754,47.0
160,patterns/complexity-extended/experiment/set3/075.520.png,161,3,1.189934069396486,54,3,61,0.8915946922244556,36.0
161,patterns/complexity-extended/experiment/set3/087.448.png,162,3,1.2558479121534227,142,3,57,0.9676097794179505,134.0
162,patterns/complexity-extended/experiment/set4/0.3039_9neigh_outertot_code256746_IC2_iter25.png,163,4,0.347287799177756,2,2,81,0.347287799177756,2.0
163,patterns/complexity-extended/experiment/set4/0.6471_5neigh_tot_code497_IC2_iter30.png,164,4,0.8820969625736855,30,2,81,0.8820969625736855,30.0
164,patterns/complexity-extended/experiment/set4/0.8064_5neigh_outertot_code461_IC1_iter25.png,165,4,0.9724226038193264,146,2,81,0.9724226038193264,146.0
165,patterns/complexity-extended/experiment/set4/006.672.png,166,4,0.1031037488543488,7,3,4,0.846994161972378,84.0
166,patterns/complexity-extended/experiment/set4/010.331.png,167,4,0.1509014706290701,16,3,3,0.1503843675749793,26.0
167,patterns/complexity-extended/experiment/set4/011.202.png,168,4,0.176291500995151,9,3,3,0.8134343165694118,62.0
168,patterns/complexity-extended/experiment/set4/019.916.png,169,4,0.3091753452749824,18,3,8,0.970575943324718,106.0
169,patterns/complexity-extended/experiment/set4/021.035.png,170,4,0.3264826500049776,19,3,9,0.8721238123967918,127.0
170,patterns/complexity-extended/experiment/set4/022.263.png,171,4,0.356342238577416,13,3,8,0.7702311617391767,62.0
171,patterns/complexity-extended/experiment/set4/022.662.png,172,4,0.3507988707359171,21,3,15,0.946626538265491,63.0
172,patterns/complexity-extended/experiment/set4/022.905.png,173,4,0.3395589513172429,31,3,14,0.3726122402818334,114.0
173,patterns/complexity-extended/experiment/set4/023.727.png,174,4,0.3166127993157546,55,3,17,0.9365506107841312,177.0
174,patterns/complexity-extended/experiment/set4/024.341.png,175,4,0.3989856936066486,8,3,13,0.1179472434569747,7.0
175,patterns/complexity-extended/experiment/set4/025.052.png,176,4,0.3818311282520559,27,3,10,0.960681764435038,87.0
176,patterns/complexity-extended/experiment/set4/025.467.png,177,4,0.3949434703252076,23,3,9,0.9479751547424754,47.0
177,patterns/complexity-extended/experiment/set4/025.787.png,178,4,0.4079937507842207,18,3,8,0.9668164998304252,98.0
178,patterns/complexity-extended/experiment/set4/026.415.png,179,4,0.4262352800194719,13,3,31,0.5366913127546721,30.0
179,patterns/complexity-extended/experiment/set4/027.790.png,180,4,0.4493649940130184,13,3,28,0.3709748019792861,17.0
180,patterns/complexity-extended/experiment/set4/029.561.png,181,4,0.4791830882294255,13,3,11,0.3726122402818334,114.0
181,patterns/complexity-extended/experiment/set4/030.361.png,182,4,0.4895868455541154,15,3,16,0.8237862528535181,22.0
182,patterns/complexity-extended/experiment/set4/031.010.png,183,4,0.4453448668358873,51,3,25,0.8434276513958406,126.0
183,patterns/complexity-extended/experiment/set4/034.789.png,184,4,0.5595173433892039,18,3,18,0.5366913127546721,30.0
184,patterns/complexity-extended/experiment/set4/038.502.png,185,4,0.6051645846170632,29,3,13,0.846994161972378,84.0
185,patterns/complexity-extended/experiment/set4/038.527.png,186,4,0.5948589818533224,36,3,15,0.9804606443733836,118.0
186,patterns/complexity-extended/experiment/set4/038.995.png,187,4,0.613460497492042,29,3,33,0.8134343165694118,62.0
187,patterns/complexity-extended/experiment/set4/039.725.png,188,4,0.638008520198901,21,3,31,0.586131803873728,40.0
188,patterns/complexity-extended/experiment/set4/039.748.png,189,4,0.6414602128509337,19,3,35,0.1179472434569747,7.0
189,patterns/complexity-extended/experiment/set4/040.148.png,190,4,0.6190789875997389,38,3,41,0.7702311617391767,62.0
190,patterns/complexity-extended/experiment/set4/040.691.png,191,4,0.677246125180925,6,3,74,0.436944813114559,3.0
191,patterns/complexity-extended/experiment/set4/042.203.png,192,4,0.6444621630619757,44,3,31,0.7266153533971146,106.0
192,patterns/complexity-extended/experiment/set4/043.572.png,193,4,0.6797611222595863,36,3,29,0.7540329631872313,74.0
193,patterns/complexity-extended/experiment/set4/044.083.png,194,4,0.6684439589776937,49,3,25,0.9806767876398864,110.0
194,patterns/complexity-extended/experiment/set4/045.441.png,195,4,0.6989641540059465,44,3,31,0.8986092320669834,78.0
195,patterns/complexity-extended/experiment/set4/048.356.png,196,4,0.7219807493093688,61,3,38,0.9417446189245124,131.0
196,patterns/complexity-extended/experiment/set4/049.138.png,197,4,0.7167609284843239,73,3,46,0.9765683593847632,112.0
197,patterns/complexity-extended/experiment/set4/050.273.png,198,4,0.7910278800815163,37,3,40,0.7973260104912844,32.0
198,patterns/complexity-extended/experiment/set4/050.843.png,199,4,0.6734325814767176,120,3,44,0.3726122402818334,114.0
199,patterns/complexity-extended/experiment/set4/050.899.png,200,4,0.7877732955340623,46,3,43,0.8493127920205841,66.0
200,patterns/complexity-extended/experiment/set4/052.121.png,201,4,0.8374632620981224,27,3,47,0.916858816679865,28.0
201,patterns/complexity-extended/experiment/set4/053.880.png,202,4,0.862463389716247,30,3,41,0.5366913127546721,30.0
202,patterns/complexity-extended/experiment/set4/053.952.png,203,4,0.8974010156175157,8,3,44,0.436944813114559,3.0
203,patterns/complexity-extended/experiment/set4/054.753.png,204,4,0.8311935136254743,60,3,54,0.9021786191903493,86.0
204,patterns/complexity-extended/experiment/set4/054.778.png,205,4,0.854591723659465,45,3,71,0.586131803873728,40.0
205,patterns/complexity-extended/experiment/set4/055.077.png,206,4,0.8688173112839913,39,3,26,0.8237862528535181,22.0
206,patterns/complexity-extended/experiment/set4/055.854.png,207,4,0.8864934272407439,36,3,42,0.6744294655429091,36.0
207,patterns/complexity-extended/experiment/set4/057.223.png,208,4,0.9110842342660554,35,3,51,0.8559935464734297,29.0
208,patterns/complexity-extended/experiment/set4/060.243.png,209,4,0.9297299128467926,56,3,23,0.846994161972378,84.0
209,patterns/complexity-extended/experiment/set4/061.355.png,210,4,0.7798671275450725,166,3,24,0.2991310414639597,676.0
210,patterns/complexity-extended/experiment/set4/063.883.png,211,4,0.958806385889828,77,3,71,0.8986092320669834,78.0
211,patterns/complexity-extended/experiment/set4/066.098.png,212,4,1.0420777811240596,47,3,41,0.7266153533971146,106.0
212,patterns/complexity-extended/experiment/set4/067.844.png,213,4,0.9289439316455628,140,3,67,0.9365506107841312,177.0
213,patterns/complexity-extended/experiment/set4/072.045.png,214,4,1.0686073595373673,95,3,37,0.9676097794179505,134.0
214,patterns/complexity-extended/experiment/set4/081.023.png,215,4,1.1860100908650992,117,3,52,0.9297137410864044,113.0
215,patterns/complexity-extended/experiment/set4/084.584.png,216,4,1.3011256677898475,81,3,53,0.9479751547424754,47.0
