name,range,patternnum,pattern_id,underlying_LSC,underlying_intricacy
0.1920_9neigh_outertot_code256746_IC2_iter10.png,1,1,1,0.1588315740704078,2
0.5089_5neigh_tot_code56_IC3_iter10.png,1,2,2,0.6846668431999672,7
0.5895_5neigh_outertot_code491_IC1_iter20.png,1,3,4,0.7758467648914809,36
0.6034_5neigh_tot_code478_IC2_iter40.png,1,4,3,0.7625797989041064,60
0.6684_5neigh_outertot_code475_IC1_iter10.png,1,5,6,0.8933253295145774,46
0.7108_9neigh_outertot_code93737_IC2_iter35.png,1,6,5,0.8345115362844759,131
0.7689_9neigh_outertot_code143954_IC3_iter35.png,1,7,7,0.970575943324718,106
0.2088_5neigh_outertot_code174_IC1_iter05.png,2,1,8,0.1503843675749793,26
0.3799_5neigh_outertot_code469_IC1_iter10.png,2,2,9,0.3771255990705298,66
0.5283_5neigh_tot_code30_IC3_iter05.png,2,3,10,0.6866368918045108,27
0.6604_9neigh_outertot_code184_IC2_iter35.png,2,4,11,0.8493127920205841,66
0.7207_5neigh_outertot_code478_IC1_iter25.png,2,5,12,0.920072061255325,86
0.7605_5neigh_outertot_code461_IC1_iter40.png,2,6,13,0.9748770128126518,94
0.7785_9neigh_outertot_code3276_IC3_iter35.png,2,7,14,0.9806767876398864,110
0.1722_9neigh_outertot_code497_IC2_iter05.png,3,1,15,0.1179472434569747,7
0.3300_5neigh_tot_code497_IC2_iter10.png,3,2,16,0.377464279124328,11
0.6052_5neigh_outertot_code491_IC1_iter10.png,3,3,18,0.8237862528535181,22
0.6064_9neigh_outertot_code489_IC2_iter25.png,3,4,17,0.7874133673117215,47
0.6754_9neigh_outertot_code85507_IC2_iter20.png,3,5,19,0.846994161972378,84
0.6845_9neigh_outertot_code491_IC2_iter20.png,3,6,20,0.9005890912789549,59
0.7594_5neigh_outertot_code462_IC1_iter25.png,3,7,21,0.9668164998304252,98
0.2343_9neigh_outertot_code46_IC2_iter05.png,4,1,22,0.2178256379385396,10
0.4255_5neigh_outertot_code493_IC1_iter10.png,4,2,24,0.4539059575689228,66
0.5986_5neigh_outertot_code489_IC2_iter40.png,4,3,25,0.7973260104912844,32
0.6471_5neigh_tot_code497_IC2_iter30.png,4,4,27,0.8820969625736855,30
0.6541_5neigh_tot_code481_IC2_iter35.png,4,5,26,0.8325060520687275,70
0.7710_9neigh_outertot_code143954_IC3_iter30.png,4,6,28,0.971016706825666,108
0.8890_5neigh_outertot_code468_IC2_iter25.png,4,7,23,0.2991310414639597,676
0.2744_9neigh_outertot_code497_IC2_iter30.png,5,1,29,0.2562120544062412,29
0.3514_5neigh_tot_code24_IC3_iter20.png,5,2,31,0.4102956940145065,13
0.4209_5neigh_outertot_code174_IC1_iter10.png,5,3,30,0.3726122402818334,114
0.6065_5neigh_outertot_code493_IC2_iter15.png,5,4,32,0.7861743337667199,48
0.6593_5neigh_tot_code52_IC3_iter35.png,5,5,33,0.8795074704481886,45
0.7510_5neigh_outertot_code478_IC1_iter35.png,5,6,34,0.9297137410864044,113
0.7557_9neigh_outertot_code143954_IC3_iter20.png,5,7,35,0.9729319506742444,90
0.1133_9neigh_outertot_code493_IC2_iter05.png,6,1,36,0.0218120056481487,5
0.4365_5neigh_outertot_code497_IC2_iter05.png,6,2,38,0.5657871324342701,5
0.6098_9neigh_outertot_code191044_IC1_iter20.png,6,3,39,0.7702311617391767,62
0.6307_5neigh_outertot_code481_IC1_iter35.png,6,4,40,0.8559935464734297,29
0.7779_9neigh_outertot_code3276_IC3_iter20.png,6,5,42,0.9765683593847632,112
0.7926_5neigh_outertot_code454_IC1_iter35.png,6,6,41,0.9676097794179505,134
0.8617_5neigh_outertot_code452_IC1_iter40.png,6,7,37,0.3375488009445939,621
0.2352_5neigh_outertot_code750_IC2_iter05.png,7,1,43,0.2255708268386491,6
0.5292_5neigh_outertot_code497_IC2_iter10.png,7,2,44,0.6744294655429091,36
0.5983_5neigh_outertot_code491_IC2_iter40.png,7,3,45,0.8013583542890702,29
0.6465_5neigh_tot_code478_IC2_iter15.png,7,4,48,0.9085637425139398,12
0.6493_9neigh_outertot_code184_IC2_iter39.png,7,5,46,0.8352107704266692,63
0.7062_5neigh_outertot_code497_IC1_iter35.png,7,6,47,0.8971540483734468,85
0.7745_5neigh_tot_code469_IC2_iter15.png,7,7,49,0.9417446189245124,131
0.2140_9neigh_outertot_code184_IC2_iter05.png,8,1,50,0.1836646302863872,10
0.4419_9neigh_outertot_code491_IC2_iter10.png,8,2,51,0.5366913127546721,30
0.7007_5neigh_outertot_code494_IC1_iter35.png,8,3,52,0.8986092320669834,78
0.7281_9neigh_outertot_code699054_IC2_iter15.png,8,4,54,0.9662936750968476,64
0.7653_9neigh_outertot_code191044_IC2_iter15.png,8,5,56,0.9767150258463972,98
0.7669_5neigh_outertot_code461_IC1_iter35.png,8,6,55,0.9717596220077628,103
0.7861_5neigh_tot_code469_IC2_iter10.png,8,7,53,0.9566962770626366,134
0.2456_9neigh_outertot_code15822_IC1_iter05.png,9,1,57,0.224586788615542,18
0.3316_9neigh_outertot_code224_IC3_iter25.png,9,2,58,0.3709748019792861,17
0.4810_5neigh_outertot_code485_IC2_iter10.png,9,3,59,0.5105466114521302,90
0.5902_5neigh_outertot_code491_IC1_iter30.png,9,4,61,0.7831628093666413,32
0.6111_9neigh_outertot_code85507_IC1_iter10.png,9,5,60,0.7540329631872313,74
0.7010_9neigh_outertot_code699054_IC1_iter16.png,9,6,62,0.961979984373074,37
0.7953_5neigh_outertot_code467_IC1_iter40.png,9,7,63,0.9798178198285872,129
0.1466_5neigh_tot_code453_IC2_iter20.png,10,1,64,0.0793894468859112,4
0.3769_5neigh_outertot_code750_IC1_iter10.png,10,2,65,0.4456277592261113,18
0.6068_5neigh_outertot_code483_IC2_iter35.png,10,3,67,0.8310435124812716,19
0.6895_5neigh_outertot_code493_IC1_iter20.png,10,4,66,0.714319788998292,186
0.7101_5neigh_outertot_code467_IC1_iter10.png,10,5,69,0.9021786191903493,86
0.7420_5neigh_tot_code469_IC2_iter35.png,10,6,68,0.8624831416622412,147
0.7457_9neigh_outertot_code152822_IC3_iter25.png,10,7,70,0.960681764435038,87
0.2225_5neigh_tot_code4_IC3_iter35.png,11,1,71,0.1902742785833433,15
0.3039_9neigh_outertot_code256746_IC2_iter25.png,11,2,72,0.347287799177756,2
0.4804_9neigh_outertot_code483_IC2_iter10.png,11,3,73,0.586131803873728,40
0.6355_5neigh_outertot_code485_IC1_iter40.png,11,4,74,0.8134343165694118,62
0.6660_5neigh_tot_code497_IC2_iter20.png,11,5,75,0.916858816679865,28
0.7264_9neigh_outertot_code699054_IC2_iter16.png,11,6,76,0.9633856455933564,64
0.7857_9neigh_outertot_code3276_IC3_iter10.png,11,7,77,0.9804606443733836,118
0.3581_5neigh_outertot_code493_IC2_iter05.png,12,1,78,0.436944813114559,3
0.4295_5neigh_tot_code467_IC2_iter10.png,12,2,79,0.5126409163433703,32
0.5817_9neigh_outertot_code191044_IC1_iter10.png,12,3,80,0.759619233755914,38
0.7116_5neigh_outertot_code469_IC1_iter15.png,12,4,81,0.8434276513958406,126
0.7295_5neigh_outertot_code457_IC1_iter25.png,12,5,82,0.8721238123967918,127
0.7340_5neigh_tot_code38_IC3_iter40.png,12,6,84,0.9669991259544,70
0.8133_5neigh_outertot_code465_IC1_iter10.png,12,7,83,0.9365506107841312,177
0.2258_5neigh_outertot_code1022_IC1_iter20.png,13,1,85,0.211232953257335,5
0.5862_9neigh_outertot_code93737_IC1_iter05.png,13,2,87,0.7763934740203636,32
0.6406_5neigh_tot_code462_IC2_iter20.png,13,3,88,0.8573276323656119,39
0.7155_9neigh_outertot_code736_IC3_iter20.png,13,4,90,0.946626538265491,63
0.7231_5neigh_outertot_code478_IC1_iter30.png,13,5,89,0.8996233260850948,102
0.7827_9neigh_outertot_code3276_IC3_iter40.png,13,6,91,0.9722793871439692,120
0.8472_5neigh_outertot_code452_IC1_iter35.png,13,7,86,0.5153611031101626,489
0.3658_5neigh_outertot_code462_IC1_iter10.png,14,1,92,0.4331344620558702,14
0.6235_5neigh_outertot_code483_IC1_iter15.png,14,2,94,0.8253869309445139,41
0.6240_9neigh_outertot_code15822_IC1_iter20.png,14,3,93,0.7266153533971146,106
0.6582_5neigh_tot_code497_IC2_iter25.png,14,4,95,0.8915946922244556,36
0.6844_9neigh_outertot_code478_IC2_iter25.png,14,5,96,0.9217867638198928,45
0.7018_5neigh_tot_code483_IC2_iter40.png,14,6,97,0.9479751547424754,47
0.8064_5neigh_outertot_code461_IC1_iter25.png,14,7,98,0.9724226038193264,146